Name,API,Most Followed Acount Followers
Neil Patrick Harris,"twurl ""/1.1/users/search.json?count=1&q=Neil Patrick Harris"" | jq '.[] | .followers_count'$'\n' >> output.log",241526
Charlie Sheen,"twurl ""/1.1/users/search.json?count=1&q=Charlie Sheen"" | jq '.[] | .followers_count'$'\n' >> output.log",946
Mark Rylance,"twurl ""/1.1/users/search.json?count=1&q=Mark Rylance"" | jq '.[] | .followers_count'$'\n' >> output.log",7208
Andy Garcia,"twurl ""/1.1/users/search.json?count=1&q=Andy Garcia"" | jq '.[] | .followers_count'$'\n' >> output.log",268
Michael Lerner,"twurl ""/1.1/users/search.json?count=1&q=Michael Lerner"" | jq '.[] | .followers_count'$'\n' >> output.log",664232
Graham Greene,"twurl ""/1.1/users/search.json?count=1&q=Graham Greene"" | jq '.[] | .followers_count'$'\n' >> output.log",32690
Bruce Davison,"twurl ""/1.1/users/search.json?count=1&q=Bruce Davison"" | jq '.[] | .followers_count'$'\n' >> output.log",149213
Dan Aykroyd,"twurl ""/1.1/users/search.json?count=1&q=Dan Aykroyd"" | jq '.[] | .followers_count'$'\n' >> output.log",1453
Danny Aiello,"twurl ""/1.1/users/search.json?count=1&q=Danny Aiello"" | jq '.[] | .followers_count'$'\n' >> output.log",2153
River Phoenix,"twurl ""/1.1/users/search.json?count=1&q=River Phoenix"" | jq '.[] | .followers_count'$'\n' >> output.log",14693
Dean Stockwell,"twurl ""/1.1/users/search.json?count=1&q=Dean Stockwell"" | jq '.[] | .followers_count'$'\n' >> output.log",3405246
Billy Crystal,"twurl ""/1.1/users/search.json?count=1&q=Billy Crystal"" | jq '.[] | .followers_count'$'\n' >> output.log",906868
John Goodman,"twurl ""/1.1/users/search.json?count=1&q=John Goodman"" | jq '.[] | .followers_count'$'\n' >> output.log",4113985
Orlando Bloom,"twurl ""/1.1/users/search.json?count=1&q=Orlando Bloom"" | jq '.[] | .followers_count'$'\n' >> output.log",234864
Stellan SkarsgŒrd,"twurl ""/1.1/users/search.json?count=1&q=Stellan SkarsgŒrd"" | jq '.[] | .followers_count'$'\n' >> output.log",64187
Alexander SkarsgŒrd,"twurl ""/1.1/users/search.json?count=1&q=Alexander SkarsgŒrd"" | jq '.[] | .followers_count'$'\n' >> output.log",1058863
Mike Myers,"twurl ""/1.1/users/search.json?count=1&q=Mike Myers"" | jq '.[] | .followers_count'$'\n' >> output.log",39303
Tyrese Gibson,"twurl ""/1.1/users/search.json?count=1&q=Tyrese Gibson"" | jq '.[] | .followers_count'$'\n' >> output.log",15212165
Elijah Wood,"twurl ""/1.1/users/search.json?count=1&q=Elijah Wood"" | jq '.[] | .followers_count'$'\n' >> output.log",62283
Danny DeVito,"twurl ""/1.1/users/search.json?count=1&q=Danny DeVito"" | jq '.[] | .followers_count'$'\n' >> output.log",122591
Lucy Liu,"twurl ""/1.1/users/search.json?count=1&q=Lucy Liu"" | jq '.[] | .followers_count'$'\n' >> output.log",1112344
Rebecca Romijn,"twurl ""/1.1/users/search.json?count=1&q=Rebecca Romijn"" | jq '.[] | .followers_count'$'\n' >> output.log",12960
Michelle Rodriguez,"twurl ""/1.1/users/search.json?count=1&q=Michelle Rodriguez"" | jq '.[] | .followers_count'$'\n' >> output.log",187930
Sarah Michelle Gellar,"twurl ""/1.1/users/search.json?count=1&q=Sarah Michelle Gellar"" | jq '.[] | .followers_count'$'\n' >> output.log",75663
BeyoncŽ,"twurl ""/1.1/users/search.json?count=1&q=BeyoncŽ"" | jq '.[] | .followers_count'$'\n' >> output.log",10784
Rebecca Hall,"twurl ""/1.1/users/search.json?count=1&q=Rebecca Hall"" | jq '.[] | .followers_count'$'\n' >> output.log",77395
Piper Perabo,"twurl ""/1.1/users/search.json?count=1&q=Piper Perabo"" | jq '.[] | .followers_count'$'\n' >> output.log",118889
Courteney Cox,"twurl ""/1.1/users/search.json?count=1&q=Courteney Cox"" | jq '.[] | .followers_count'$'\n' >> output.log",402897
Parker Posey,"twurl ""/1.1/users/search.json?count=1&q=Parker Posey"" | jq '.[] | .followers_count'$'\n' >> output.log",93328
Paula Patton,"twurl ""/1.1/users/search.json?count=1&q=Paula Patton"" | jq '.[] | .followers_count'$'\n' >> output.log",771
Michelle Monaghan,"twurl ""/1.1/users/search.json?count=1&q=Michelle Monaghan"" | jq '.[] | .followers_count'$'\n' >> output.log",40380
Claire Danes,"twurl ""/1.1/users/search.json?count=1&q=Claire Danes"" | jq '.[] | .followers_count'$'\n' >> output.log",3185091
Ali Larter,"twurl ""/1.1/users/search.json?count=1&q=Ali Larter"" | jq '.[] | .followers_count'$'\n' >> output.log",977272
Kate Bosworth,"twurl ""/1.1/users/search.json?count=1&q=Kate Bosworth"" | jq '.[] | .followers_count'$'\n' >> output.log",837
Evan Rachel Wood,"twurl ""/1.1/users/search.json?count=1&q=Evan Rachel Wood"" | jq '.[] | .followers_count'$'\n' >> output.log",77893553
Mira Sorvino,"twurl ""/1.1/users/search.json?count=1&q=Mira Sorvino"" | jq '.[] | .followers_count'$'\n' >> output.log",9353920
Ziyi Zhang,"twurl ""/1.1/users/search.json?count=1&q=Ziyi Zhang"" | jq '.[] | .followers_count'$'\n' >> output.log",2699096
Amanda Crew,"twurl ""/1.1/users/search.json?count=1&q=Amanda Crew"" | jq '.[] | .followers_count'$'\n' >> output.log",76080
Amanda Bynes,"twurl ""/1.1/users/search.json?count=1&q=Amanda Bynes"" | jq '.[] | .followers_count'$'\n' >> output.log",10010
Lisa Kudrow,"twurl ""/1.1/users/search.json?count=1&q=Lisa Kudrow"" | jq '.[] | .followers_count'$'\n' >> output.log",302023
Neve Campbell,"twurl ""/1.1/users/search.json?count=1&q=Neve Campbell"" | jq '.[] | .followers_count'$'\n' >> output.log",29088
Ellen DeGeneres,"twurl ""/1.1/users/search.json?count=1&q=Ellen DeGeneres"" | jq '.[] | .followers_count'$'\n' >> output.log",820
Sof’a Vergara,"twurl ""/1.1/users/search.json?count=1&q=Sof’a Vergara"" | jq '.[] | .followers_count'$'\n' >> output.log",3375
Mandy Moore,"twurl ""/1.1/users/search.json?count=1&q=Mandy Moore"" | jq '.[] | .followers_count'$'\n' >> output.log",2908750
Virginia Madsen,"twurl ""/1.1/users/search.json?count=1&q=Virginia Madsen"" | jq '.[] | .followers_count'$'\n' >> output.log",1456
James Marsden,"twurl ""/1.1/users/search.json?count=1&q=James Marsden"" | jq '.[] | .followers_count'$'\n' >> output.log",720507
Tim Allen,"twurl ""/1.1/users/search.json?count=1&q=Tim Allen"" | jq '.[] | .followers_count'$'\n' >> output.log",462140
Giovanni Ribisi,"twurl ""/1.1/users/search.json?count=1&q=Giovanni Ribisi"" | jq '.[] | .followers_count'$'\n' >> output.log",740465
Rutger Hauer,"twurl ""/1.1/users/search.json?count=1&q=Rutger Hauer"" | jq '.[] | .followers_count'$'\n' >> output.log",6989
Vince Vaughn,"twurl ""/1.1/users/search.json?count=1&q=Vince Vaughn"" | jq '.[] | .followers_count'$'\n' >> output.log",717923
Brian Cox,"twurl ""/1.1/users/search.json?count=1&q=Brian Cox"" | jq '.[] | .followers_count'$'\n' >> output.log",9657
Dennis Quaid,"twurl ""/1.1/users/search.json?count=1&q=Dennis Quaid"" | jq '.[] | .followers_count'$'\n' >> output.log",126763
John Leguizamo,"twurl ""/1.1/users/search.json?count=1&q=John Leguizamo"" | jq '.[] | .followers_count'$'\n' >> output.log",305038
Michael Keaton,"twurl ""/1.1/users/search.json?count=1&q=Michael Keaton"" | jq '.[] | .followers_count'$'\n' >> output.log",190820
Billy Burke,"twurl ""/1.1/users/search.json?count=1&q=Billy Burke"" | jq '.[] | .followers_count'$'\n' >> output.log",1054283
Brendan Gleeson,"twurl ""/1.1/users/search.json?count=1&q=Brendan Gleeson"" | jq '.[] | .followers_count'$'\n' >> output.log",5937
Clark Gregg,"twurl ""/1.1/users/search.json?count=1&q=Clark Gregg"" | jq '.[] | .followers_count'$'\n' >> output.log",104048
Jonathan Pryce,"twurl ""/1.1/users/search.json?count=1&q=Jonathan Pryce"" | jq '.[] | .followers_count'$'\n' >> output.log",22949
Tobey Maguire,"twurl ""/1.1/users/search.json?count=1&q=Tobey Maguire"" | jq '.[] | .followers_count'$'\n' >> output.log",1148377
Michael Sheen,"twurl ""/1.1/users/search.json?count=1&q=Michael Sheen"" | jq '.[] | .followers_count'$'\n' >> output.log",2449
Justin Long,"twurl ""/1.1/users/search.json?count=1&q=Justin Long"" | jq '.[] | .followers_count'$'\n' >> output.log",1160491
Kellan Lutz,"twurl ""/1.1/users/search.json?count=1&q=Kellan Lutz"" | jq '.[] | .followers_count'$'\n' >> output.log",1006236
Jack Black,"twurl ""/1.1/users/search.json?count=1&q=Jack Black"" | jq '.[] | .followers_count'$'\n' >> output.log",1465319
Pierce Brosnan,"twurl ""/1.1/users/search.json?count=1&q=Pierce Brosnan"" | jq '.[] | .followers_count'$'\n' >> output.log",58742
Sean Bean,"twurl ""/1.1/users/search.json?count=1&q=Sean Bean"" | jq '.[] | .followers_count'$'\n' >> output.log",5244629
Cedric the Entertainer,"twurl ""/1.1/users/search.json?count=1&q=Cedric the Entertainer"" | jq '.[] | .followers_count'$'\n' >> output.log",3791
Mahershala Ali,"twurl ""/1.1/users/search.json?count=1&q=Mahershala Ali"" | jq '.[] | .followers_count'$'\n' >> output.log",114317
Josh Duhamel,"twurl ""/1.1/users/search.json?count=1&q=Josh Duhamel"" | jq '.[] | .followers_count'$'\n' >> output.log",84
Jon Favreau,"twurl ""/1.1/users/search.json?count=1&q=Jon Favreau"" | jq '.[] | .followers_count'$'\n' >> output.log",176821
Danny Glover,"twurl ""/1.1/users/search.json?count=1&q=Danny Glover"" | jq '.[] | .followers_count'$'\n' >> output.log",1206
Freida Pinto,"twurl ""/1.1/users/search.json?count=1&q=Freida Pinto"" | jq '.[] | .followers_count'$'\n' >> output.log",128916
Hilary Duff,"twurl ""/1.1/users/search.json?count=1&q=Hilary Duff"" | jq '.[] | .followers_count'$'\n' >> output.log",78728
Mary Elizabeth Winstead,"twurl ""/1.1/users/search.json?count=1&q=Mary Elizabeth Winstead"" | jq '.[] | .followers_count'$'\n' >> output.log",86315
Jennifer Coolidge,"twurl ""/1.1/users/search.json?count=1&q=Jennifer Coolidge"" | jq '.[] | .followers_count'$'\n' >> output.log",560
Andrea Riseborough,"twurl ""/1.1/users/search.json?count=1&q=Andrea Riseborough"" | jq '.[] | .followers_count'$'\n' >> output.log",1172579
Molly Ringwald,"twurl ""/1.1/users/search.json?count=1&q=Molly Ringwald"" | jq '.[] | .followers_count'$'\n' >> output.log",315550
January Jones,"twurl ""/1.1/users/search.json?count=1&q=January Jones"" | jq '.[] | .followers_count'$'\n' >> output.log",667594
Maya Rudolph,"twurl ""/1.1/users/search.json?count=1&q=Maya Rudolph"" | jq '.[] | .followers_count'$'\n' >> output.log",251
Sophie Marceau,"twurl ""/1.1/users/search.json?count=1&q=Sophie Marceau"" | jq '.[] | .followers_count'$'\n' >> output.log",203937
Olga Kurylenko,"twurl ""/1.1/users/search.json?count=1&q=Olga Kurylenko"" | jq '.[] | .followers_count'$'\n' >> output.log",15490
Franka Potente,"twurl ""/1.1/users/search.json?count=1&q=Franka Potente"" | jq '.[] | .followers_count'$'\n' >> output.log",957556
Rashida Jones,"twurl ""/1.1/users/search.json?count=1&q=Rashida Jones"" | jq '.[] | .followers_count'$'\n' >> output.log",872434
Alicia Silverstone,"twurl ""/1.1/users/search.json?count=1&q=Alicia Silverstone"" | jq '.[] | .followers_count'$'\n' >> output.log",284271
Rosie Huntington-Whiteley,"twurl ""/1.1/users/search.json?count=1&q=Rosie Huntington-Whiteley"" | jq '.[] | .followers_count'$'\n' >> output.log",2203
Lillian Gish,"twurl ""/1.1/users/search.json?count=1&q=Lillian Gish"" | jq '.[] | .followers_count'$'\n' >> output.log",25626
Evangeline Lilly,"twurl ""/1.1/users/search.json?count=1&q=Evangeline Lilly"" | jq '.[] | .followers_count'$'\n' >> output.log",7564632
Mireille Enos,"twurl ""/1.1/users/search.json?count=1&q=Mireille Enos"" | jq '.[] | .followers_count'$'\n' >> output.log",34586
Jennifer Love Hewitt,"twurl ""/1.1/users/search.json?count=1&q=Jennifer Love Hewitt"" | jq '.[] | .followers_count'$'\n' >> output.log",42
Emmy Rossum,"twurl ""/1.1/users/search.json?count=1&q=Emmy Rossum"" | jq '.[] | .followers_count'$'\n' >> output.log",799
Joey King,"twurl ""/1.1/users/search.json?count=1&q=Joey King"" | jq '.[] | .followers_count'$'\n' >> output.log",1187
Ginnifer Goodwin,"twurl ""/1.1/users/search.json?count=1&q=Ginnifer Goodwin"" | jq '.[] | .followers_count'$'\n' >> output.log",77910
Christine Taylor,"twurl ""/1.1/users/search.json?count=1&q=Christine Taylor"" | jq '.[] | .followers_count'$'\n' >> output.log",150654
Vanessa Hudgens,"twurl ""/1.1/users/search.json?count=1&q=Vanessa Hudgens"" | jq '.[] | .followers_count'$'\n' >> output.log",8397
Abbie Cornish,"twurl ""/1.1/users/search.json?count=1&q=Abbie Cornish"" | jq '.[] | .followers_count'$'\n' >> output.log",3393
Michelle Yeoh,"twurl ""/1.1/users/search.json?count=1&q=Michelle Yeoh"" | jq '.[] | .followers_count'$'\n' >> output.log",205374
Ian Holm,"twurl ""/1.1/users/search.json?count=1&q=Ian Holm"" | jq '.[] | .followers_count'$'\n' >> output.log",1431926
Nathan Lane,"twurl ""/1.1/users/search.json?count=1&q=Nathan Lane"" | jq '.[] | .followers_count'$'\n' >> output.log",17299
Cary Elwes,"twurl ""/1.1/users/search.json?count=1&q=Cary Elwes"" | jq '.[] | .followers_count'$'\n' >> output.log",2233
Martin Lawrence,"twurl ""/1.1/users/search.json?count=1&q=Martin Lawrence"" | jq '.[] | .followers_count'$'\n' >> output.log",27925
Steve Coogan,"twurl ""/1.1/users/search.json?count=1&q=Steve Coogan"" | jq '.[] | .followers_count'$'\n' >> output.log",14205
Sacha Baron Cohen,"twurl ""/1.1/users/search.json?count=1&q=Sacha Baron Cohen"" | jq '.[] | .followers_count'$'\n' >> output.log",1100
Jeffrey Wright,"twurl ""/1.1/users/search.json?count=1&q=Jeffrey Wright"" | jq '.[] | .followers_count'$'\n' >> output.log",2747352
Jackie Chan,"twurl ""/1.1/users/search.json?count=1&q=Jackie Chan"" | jq '.[] | .followers_count'$'\n' >> output.log",4872
Aaron Eckhart,"twurl ""/1.1/users/search.json?count=1&q=Aaron Eckhart"" | jq '.[] | .followers_count'$'\n' >> output.log",4683534
Sam Worthington,"twurl ""/1.1/users/search.json?count=1&q=Sam Worthington"" | jq '.[] | .followers_count'$'\n' >> output.log",215824
Jack Davenport,"twurl ""/1.1/users/search.json?count=1&q=Jack Davenport"" | jq '.[] | .followers_count'$'\n' >> output.log",1051827
Alfred Molina,"twurl ""/1.1/users/search.json?count=1&q=Alfred Molina"" | jq '.[] | .followers_count'$'\n' >> output.log",226458
Justin Bartha,"twurl ""/1.1/users/search.json?count=1&q=Justin Bartha"" | jq '.[] | .followers_count'$'\n' >> output.log",12288226
Mark Hamill,"twurl ""/1.1/users/search.json?count=1&q=Mark Hamill"" | jq '.[] | .followers_count'$'\n' >> output.log",3543
Brendan Fraser,"twurl ""/1.1/users/search.json?count=1&q=Brendan Fraser"" | jq '.[] | .followers_count'$'\n' >> output.log",35021
Ice Cube,"twurl ""/1.1/users/search.json?count=1&q=Ice Cube"" | jq '.[] | .followers_count'$'\n' >> output.log",3099923
Liev Schreiber,"twurl ""/1.1/users/search.json?count=1&q=Liev Schreiber"" | jq '.[] | .followers_count'$'\n' >> output.log",1530451
Ed Helms,"twurl ""/1.1/users/search.json?count=1&q=Ed Helms"" | jq '.[] | .followers_count'$'\n' >> output.log",19164972
Val Kilmer,"twurl ""/1.1/users/search.json?count=1&q=Val Kilmer"" | jq '.[] | .followers_count'$'\n' >> output.log",37260
Russell Brand,"twurl ""/1.1/users/search.json?count=1&q=Russell Brand"" | jq '.[] | .followers_count'$'\n' >> output.log",209133
Craig T. Nelson,"twurl ""/1.1/users/search.json?count=1&q=Craig T. Nelson"" | jq '.[] | .followers_count'$'\n' >> output.log",6245
Bernie Mac,"twurl ""/1.1/users/search.json?count=1&q=Bernie Mac"" | jq '.[] | .followers_count'$'\n' >> output.log",3461
Patrick Stewart,"twurl ""/1.1/users/search.json?count=1&q=Patrick Stewart"" | jq '.[] | .followers_count'$'\n' >> output.log",716005
Seth Green,"twurl ""/1.1/users/search.json?count=1&q=Seth Green"" | jq '.[] | .followers_count'$'\n' >> output.log",312883
Ashton Kutcher,"twurl ""/1.1/users/search.json?count=1&q=Ashton Kutcher"" | jq '.[] | .followers_count'$'\n' >> output.log",20770
Randy Quaid,"twurl ""/1.1/users/search.json?count=1&q=Randy Quaid"" | jq '.[] | .followers_count'$'\n' >> output.log",6937986
Wesley Snipes,"twurl ""/1.1/users/search.json?count=1&q=Wesley Snipes"" | jq '.[] | .followers_count'$'\n' >> output.log",267056
David Oyelowo,"twurl ""/1.1/users/search.json?count=1&q=David Oyelowo"" | jq '.[] | .followers_count'$'\n' >> output.log",1421652
Mark Strong,"twurl ""/1.1/users/search.json?count=1&q=Mark Strong"" | jq '.[] | .followers_count'$'\n' >> output.log",813416
Rob Schneider,"twurl ""/1.1/users/search.json?count=1&q=Rob Schneider"" | jq '.[] | .followers_count'$'\n' >> output.log",665543
Jay Baruchel,"twurl ""/1.1/users/search.json?count=1&q=Jay Baruchel"" | jq '.[] | .followers_count'$'\n' >> output.log",30564
Hayden Christensen,"twurl ""/1.1/users/search.json?count=1&q=Hayden Christensen"" | jq '.[] | .followers_count'$'\n' >> output.log",249212
Ray Stevenson,"twurl ""/1.1/users/search.json?count=1&q=Ray Stevenson"" | jq '.[] | .followers_count'$'\n' >> output.log",1709
Paul Bettany,"twurl ""/1.1/users/search.json?count=1&q=Paul Bettany"" | jq '.[] | .followers_count'$'\n' >> output.log",5501761
Hugh Laurie,"twurl ""/1.1/users/search.json?count=1&q=Hugh Laurie"" | jq '.[] | .followers_count'$'\n' >> output.log",1950964
Chris Tucker,"twurl ""/1.1/users/search.json?count=1&q=Chris Tucker"" | jq '.[] | .followers_count'$'\n' >> output.log",2138581
Nick Swardson,"twurl ""/1.1/users/search.json?count=1&q=Nick Swardson"" | jq '.[] | .followers_count'$'\n' >> output.log",34825
Josh Lucas,"twurl ""/1.1/users/search.json?count=1&q=Josh Lucas"" | jq '.[] | .followers_count'$'\n' >> output.log",1796687
Chris O'Donnell,"twurl ""/1.1/users/search.json?count=1&q=Chris O'Donnell"" | jq '.[] | .followers_count'$'\n' >> output.log",113487
Benjamin Bratt,"twurl ""/1.1/users/search.json?count=1&q=Benjamin Bratt"" | jq '.[] | .followers_count'$'\n' >> output.log",8375
Common,"twurl ""/1.1/users/search.json?count=1&q=Common"" | jq '.[] | .followers_count'$'\n' >> output.log",4840
Johnny Knoxville,"twurl ""/1.1/users/search.json?count=1&q=Johnny Knoxville"" | jq '.[] | .followers_count'$'\n' >> output.log",193
Marlon Wayans,"twurl ""/1.1/users/search.json?count=1&q=Marlon Wayans"" | jq '.[] | .followers_count'$'\n' >> output.log",8653
Jai Courtney,"twurl ""/1.1/users/search.json?count=1&q=Jai Courtney"" | jq '.[] | .followers_count'$'\n' >> output.log",511
Albert Brooks,"twurl ""/1.1/users/search.json?count=1&q=Albert Brooks"" | jq '.[] | .followers_count'$'\n' >> output.log",6008
Macaulay Culkin,"twurl ""/1.1/users/search.json?count=1&q=Macaulay Culkin"" | jq '.[] | .followers_count'$'\n' >> output.log",24158
Sam Elliott,"twurl ""/1.1/users/search.json?count=1&q=Sam Elliott"" | jq '.[] | .followers_count'$'\n' >> output.log",100202
Jim Caviezel,"twurl ""/1.1/users/search.json?count=1&q=Jim Caviezel"" | jq '.[] | .followers_count'$'\n' >> output.log",299686
Paul Scofield,"twurl ""/1.1/users/search.json?count=1&q=Paul Scofield"" | jq '.[] | .followers_count'$'\n' >> output.log",2292
Jared Harris,"twurl ""/1.1/users/search.json?count=1&q=Jared Harris"" | jq '.[] | .followers_count'$'\n' >> output.log",1593
Harpo Marx,"twurl ""/1.1/users/search.json?count=1&q=Harpo Marx"" | jq '.[] | .followers_count'$'\n' >> output.log",608056
Jason Sudeikis,"twurl ""/1.1/users/search.json?count=1&q=Jason Sudeikis"" | jq '.[] | .followers_count'$'\n' >> output.log",5346
Josh Hartnett,"twurl ""/1.1/users/search.json?count=1&q=Josh Hartnett"" | jq '.[] | .followers_count'$'\n' >> output.log",352013
Patrick Wilson,"twurl ""/1.1/users/search.json?count=1&q=Patrick Wilson"" | jq '.[] | .followers_count'$'\n' >> output.log",901
Cillian Murphy,"twurl ""/1.1/users/search.json?count=1&q=Cillian Murphy"" | jq '.[] | .followers_count'$'\n' >> output.log",18062
Billy Crudup,"twurl ""/1.1/users/search.json?count=1&q=Billy Crudup"" | jq '.[] | .followers_count'$'\n' >> output.log",192
Christopher Mintz-Plasse,"twurl ""/1.1/users/search.json?count=1&q=Christopher Mintz-Plasse"" | jq '.[] | .followers_count'$'\n' >> output.log",86482
Anthony Mackie,"twurl ""/1.1/users/search.json?count=1&q=Anthony Mackie"" | jq '.[] | .followers_count'$'\n' >> output.log",35229928
Timothy Olyphant,"twurl ""/1.1/users/search.json?count=1&q=Timothy Olyphant"" | jq '.[] | .followers_count'$'\n' >> output.log",5915
Josh Gad,"twurl ""/1.1/users/search.json?count=1&q=Josh Gad"" | jq '.[] | .followers_count'$'\n' >> output.log",5369870
Luke Wilson,"twurl ""/1.1/users/search.json?count=1&q=Luke Wilson"" | jq '.[] | .followers_count'$'\n' >> output.log",828
Peter Sarsgaard,"twurl ""/1.1/users/search.json?count=1&q=Peter Sarsgaard"" | jq '.[] | .followers_count'$'\n' >> output.log",1430546
Rhys Ifans,"twurl ""/1.1/users/search.json?count=1&q=Rhys Ifans"" | jq '.[] | .followers_count'$'\n' >> output.log",2833671
Topher Grace,"twurl ""/1.1/users/search.json?count=1&q=Topher Grace"" | jq '.[] | .followers_count'$'\n' >> output.log",1724162
Kevin Hart,"twurl ""/1.1/users/search.json?count=1&q=Kevin Hart"" | jq '.[] | .followers_count'$'\n' >> output.log",8500
Paul Dano,"twurl ""/1.1/users/search.json?count=1&q=Paul Dano"" | jq '.[] | .followers_count'$'\n' >> output.log",2599
Lenny Kravitz,"twurl ""/1.1/users/search.json?count=1&q=Lenny Kravitz"" | jq '.[] | .followers_count'$'\n' >> output.log",93172
Bill Hader,"twurl ""/1.1/users/search.json?count=1&q=Bill Hader"" | jq '.[] | .followers_count'$'\n' >> output.log",316354
Rob Lowe,"twurl ""/1.1/users/search.json?count=1&q=Rob Lowe"" | jq '.[] | .followers_count'$'\n' >> output.log",134076
David Spade,"twurl ""/1.1/users/search.json?count=1&q=David Spade"" | jq '.[] | .followers_count'$'\n' >> output.log",155723
Rob Riggle,"twurl ""/1.1/users/search.json?count=1&q=Rob Riggle"" | jq '.[] | .followers_count'$'\n' >> output.log",234
Lance Henriksen,"twurl ""/1.1/users/search.json?count=1&q=Lance Henriksen"" | jq '.[] | .followers_count'$'\n' >> output.log",80173
Richard Jenkins,"twurl ""/1.1/users/search.json?count=1&q=Richard Jenkins"" | jq '.[] | .followers_count'$'\n' >> output.log",16746
Mike Vogel,"twurl ""/1.1/users/search.json?count=1&q=Mike Vogel"" | jq '.[] | .followers_count'$'\n' >> output.log",89
Michael Ealy,"twurl ""/1.1/users/search.json?count=1&q=Michael Ealy"" | jq '.[] | .followers_count'$'\n' >> output.log",28209
Freddie Prinze Jr.,"twurl ""/1.1/users/search.json?count=1&q=Freddie Prinze Jr."" | jq '.[] | .followers_count'$'\n' >> output.log",67754
Jamie Bell,"twurl ""/1.1/users/search.json?count=1&q=Jamie Bell"" | jq '.[] | .followers_count'$'\n' >> output.log",42635
Danny McBride,"twurl ""/1.1/users/search.json?count=1&q=Danny McBride"" | jq '.[] | .followers_count'$'\n' >> output.log",343
Jonathan Rhys Meyers,"twurl ""/1.1/users/search.json?count=1&q=Jonathan Rhys Meyers"" | jq '.[] | .followers_count'$'\n' >> output.log",493044
Michael Cera,"twurl ""/1.1/users/search.json?count=1&q=Michael Cera"" | jq '.[] | .followers_count'$'\n' >> output.log",25139737
Bill Paxton,"twurl ""/1.1/users/search.json?count=1&q=Bill Paxton"" | jq '.[] | .followers_count'$'\n' >> output.log",73560
Chris Klein,"twurl ""/1.1/users/search.json?count=1&q=Chris Klein"" | jq '.[] | .followers_count'$'\n' >> output.log",357
Ioan Gruffudd,"twurl ""/1.1/users/search.json?count=1&q=Ioan Gruffudd"" | jq '.[] | .followers_count'$'\n' >> output.log",26475
Andrew Lincoln,"twurl ""/1.1/users/search.json?count=1&q=Andrew Lincoln"" | jq '.[] | .followers_count'$'\n' >> output.log",1721834
Bill Pullman,"twurl ""/1.1/users/search.json?count=1&q=Bill Pullman"" | jq '.[] | .followers_count'$'\n' >> output.log",380433
Craig Robinson,"twurl ""/1.1/users/search.json?count=1&q=Craig Robinson"" | jq '.[] | .followers_count'$'\n' >> output.log",77826
Charlie Day,"twurl ""/1.1/users/search.json?count=1&q=Charlie Day"" | jq '.[] | .followers_count'$'\n' >> output.log",19641
Andy Samberg,"twurl ""/1.1/users/search.json?count=1&q=Andy Samberg"" | jq '.[] | .followers_count'$'\n' >> output.log",30333
Garrett Hedlund,"twurl ""/1.1/users/search.json?count=1&q=Garrett Hedlund"" | jq '.[] | .followers_count'$'\n' >> output.log",25423
Cam Gigandet,"twurl ""/1.1/users/search.json?count=1&q=Cam Gigandet"" | jq '.[] | .followers_count'$'\n' >> output.log",173
John Krasinski,"twurl ""/1.1/users/search.json?count=1&q=John Krasinski"" | jq '.[] | .followers_count'$'\n' >> output.log",5751650
Kevin James,"twurl ""/1.1/users/search.json?count=1&q=Kevin James"" | jq '.[] | .followers_count'$'\n' >> output.log",25114
Breckin Meyer,"twurl ""/1.1/users/search.json?count=1&q=Breckin Meyer"" | jq '.[] | .followers_count'$'\n' >> output.log",51659
Christopher Reeve,"twurl ""/1.1/users/search.json?count=1&q=Christopher Reeve"" | jq '.[] | .followers_count'$'\n' >> output.log",
James McAvoy,"twurl ""/1.1/users/search.json?count=1&q=James McAvoy"" | jq '.[] | .followers_count'$'\n' >> output.log",
Rufus Sewell,"twurl ""/1.1/users/search.json?count=1&q=Rufus Sewell"" | jq '.[] | .followers_count'$'\n' >> output.log",
Ned Beatty,"twurl ""/1.1/users/search.json?count=1&q=Ned Beatty"" | jq '.[] | .followers_count'$'\n' >> output.log",
John Cleese,"twurl ""/1.1/users/search.json?count=1&q=John Cleese"" | jq '.[] | .followers_count'$'\n' >> output.log",
John Turturro,"twurl ""/1.1/users/search.json?count=1&q=John Turturro"" | jq '.[] | .followers_count'$'\n' >> output.log",
Jerry Lewis,"twurl ""/1.1/users/search.json?count=1&q=Jerry Lewis"" | jq '.[] | .followers_count'$'\n' >> output.log",
,"twurl ""/1.1/users/search.json?count=1&q="" | jq '.[] | .followers_count'$'\n' >> output.log",
